Year,State,Constituency,Name,Party,Votes,State-code,Constituency-code,Rank
2019,ANDHRA PRADESH,NARASARAOPET,KANAKAM SRINIVASARAO,NATIONAL NAVA KRANTHI PARTY,1069,S01,14,9
2019,ANDHRA PRADESH,NARASARAOPET,PARIMI NARASIMHA RAO,IND,1001,S01,14,10
2019,ANDHRA PRADESH,NARASARAOPET,GADDALA VENU,IND,626,S01,14,11
2019,ANDHRA PRADESH,NARASARAOPET,SURABHI DEVASAHAYAM,IUML,423,S01,14,12
2019,ANDHRA PRADESH,NARASARAOPET,KANTE SAYANNA,IND,366,S01,14,13
2019,ANDHRA PRADESH,NARASARAOPET,NOTA,NOTA,13702,S01,14,-1
2019,ANDHRA PRADESH,BAPATLA,NANDIGAM SURESH,YSRCP,598257,S01,15,1
2019,ANDHRA PRADESH,BAPATLA,MALYADRI SRIRAM,TDP,582192,S01,15,2
2019,ANDHRA PRADESH,BAPATLA,K. DEVANAND,BSP,42580,S01,15,3
2019,ANDHRA PRADESH,BAPATLA,J.D. SEELAM,INC,13155,S01,15,4
2019,ANDHRA PRADESH,BAPATLA,CHALLAGALI KISHORE KUMAR,BJP,10351,S01,15,5
2019,ANDHRA PRADESH,BAPATLA,BUSSA NAGARAJU,IND,1951,S01,15,6
2019,ANDHRA PRADESH,BAPATLA,GOLLA BABURAO,IND,1276,S01,15,7
2019,ANDHRA PRADESH,BAPATLA,KUMAR KATTEPOGU,PPOI,885,S01,15,8
2019,ANDHRA PRADESH,BAPATLA,GELLA NAGAMALLI,IND,655,S01,15,9
2019,ANDHRA PRADESH,BAPATLA,NUTHAKKI RAMA RAO,ALL INDIA PRAJA PARTY,606,S01,15,10
2019,ANDHRA PRADESH,BAPATLA,GADDE HARI BABU,NAVODAYAM PARTY,530,S01,15,11
2019,ANDHRA PRADESH,BAPATLA,CHINA NAGESWARA RAO SADHU,MUNDADUGU PRAJA PARTY,466,S01,15,12
2019,ANDHRA PRADESH,BAPATLA,THUMATI RAVI,ALL PEOPLES PARTY,370,S01,15,13
2019,ANDHRA PRADESH,BAPATLA,NOTA,NOTA,13218,S01,15,-1
2019,ANDHRA PRADESH,ONGOLE,MAGUNTA SREENIVASULU REDDY,YSRCP,739202,S01,16,1
2019,ANDHRA PRADESH,ONGOLE,SIDDA RAGHAVA RAO,TDP,524351,S01,16,2
2019,ANDHRA PRADESH,ONGOLE,BELLAMKONDA SAIBABU,JANASENA PARTY,29379,S01,16,3
2019,ANDHRA PRADESH,ONGOLE,THOGANTI SREENIVASULU,BJP,8229,S01,16,4
2019,ANDHRA PRADESH,ONGOLE,DR SIRIVELLA PRASAD,INC,8139,S01,16,5
2019,ANDHRA PRADESH,ONGOLE,MARAM SRINIVASA REDDY,PRAJA SHANTHI PARTY,3258,S01,16,6
2019,ANDHRA PRADESH,ONGOLE,VENKATESH VEPURI,IND,3212,S01,16,7
